spell damage,hit chance,crit chance,number of mages,simulations,dps per mage
600,99,20,5,3000,806.77
600,99,20,6,3000,803.12
600,99,20,7,3000,797.51
600,99,20,8,3000,789.93
600,99,20,9,3000,782.45
600,99,25,1,3000,775.80
600,99,25,2,3000,836.08
600,99,25,3,3000,853.40
600,99,25,4,3000,854.89
600,99,25,5,3000,856.14
600,99,25,6,3000,846.37
600,99,25,7,3000,834.39
600,99,25,8,3000,820.19
600,99,25,9,3000,805.69
600,99,30,1,3000,820.38
600,99,30,2,3000,890.15
600,99,30,3,3000,908.33
600,99,30,4,3000,906.73
600,99,30,5,3000,898.65
600,99,30,6,3000,881.30
600,99,30,7,3000,861.43
600,99,30,8,3000,841.97
600,99,30,9,3000,824.57
600,99,35,1,3000,869.03
600,99,35,2,3000,948.05
600,99,35,3,3000,964.34
600,99,35,4,3000,951.92
600,99,35,5,3000,935.21
600,99,35,6,3000,906.75
600,99,35,7,3000,880.34
600,99,35,8,3000,860.29
600,99,35,9,3000,841.75
600,99,40,1,3000,923.35
600,99,40,2,3000,1008.93
600,99,40,3,3000,1019.16
600,99,40,4,3000,990.61
600,99,40,5,3000,963.81
600,99,40,6,3000,928.45
600,99,40,7,3000,900.29
600,99,40,8,3000,876.97
600,99,40,9,3000,858.30
600,99,45,1,3000,982.11
600,99,45,2,3000,1071.51
600,99,45,3,3000,1069.25
600,99,45,4,3000,1025.04
600,99,45,5,3000,987.56
600,99,45,6,3000,948.08
600,99,45,7,3000,918.63
600,99,45,8,3000,894.98
600,99,45,9,3000,874.99
600,99,50,1,3000,1046.75
600,99,50,2,3000,1139.32
600,99,50,3,3000,1112.66
600,99,50,4,3000,1051.56
600,99,50,5,3000,1008.80
600,99,50,6,3000,968.85
600,99,50,7,3000,937.18
600,99,50,8,3000,911.62
600,99,50,9,3000,889.95
600,99,55,1,3000,1120.50
600,99,55,2,3000,1202.26
600,99,55,3,3000,1154.11
600,99,55,4,3000,1078.39
600,99,55,5,3000,1030.31
600,99,55,6,3000,988.18
600,99,55,7,3000,953.82
600,99,55,8,3000,926.32
600,99,55,9,3000,904.61
600,99,60,1,3000,1199.82
600,99,60,2,3000,1265.05
600,99,60,3,3000,1187.50
600,99,60,4,3000,1103.84
600,99,60,5,3000,1050.73
600,99,60,6,3000,1004.93
600,99,60,7,3000,969.05
600,99,60,8,3000,942.02
600,99,60,9,3000,918.94
600,99,65,1,3000,1289.94
600,99,65,2,3000,1323.74
600,99,65,3,3000,1216.75
600,99,65,4,3000,1128.16
600,99,65,5,3000,1069.37
600,99,65,6,3000,1021.30
600,99,65,7,3000,984.57
600,99,65,8,3000,955.15
600,99,65,9,3000,933.29
600,99,70,1,3000,1384.06
600,99,70,2,3000,1380.81
600,99,70,3,3000,1247.74
600,99,70,4,3000,1148.30
600,99,70,5,3000,1086.25
600,99,70,6,3000,1036.26
600,99,70,7,3000,999.05
600,99,70,8,3000,969.88
600,99,70,9,3000,946.93
650,89,10,1,3000,618.25
650,89,10,2,3000,656.88
650,89,10,3,3000,667.98
650,89,10,4,3000,668.18
650,89,10,5,3000,666.63
650,89,10,6,3000,665.54
650,89,10,7,3000,664.64
650,89,10,8,3000,661.73
650,89,10,9,3000,660.82
650,89,15,1,3000,649.14
650,89,15,2,3000,691.52
650,89,15,3,3000,705.65
650,89,15,4,3000,707.92
650,89,15,5,3000,709.28
650,89,15,6,3000,708.72
650,89,15,7,3000,706.88
650,89,15,8,3000,704.20
650,89,15,9,3000,701.01
650,89,20,1,3000,682.11
650,89,20,2,3000,730.93
650,89,20,3,3000,749.03
650,89,20,4,3000,752.84
650,89,20,5,3000,754.27
650,89,20,6,3000,753.52
650,89,20,7,3000,749.97
650,89,20,8,3000,743.07
650,89,20,9,3000,736.08
650,89,25,1,3000,717.43
650,89,25,2,3000,775.12
650,89,25,3,3000,796.33
650,89,25,4,3000,799.16
650,89,25,5,3000,798.58
650,89,25,6,3000,793.94
650,89,25,7,3000,783.49
650,89,25,8,3000,773.37
650,89,25,9,3000,762.83
650,89,30,1,3000,755.10
650,89,30,2,3000,822.73
650,89,30,3,3000,843.84
650,89,30,4,3000,847.51
650,89,30,5,3000,840.33
650,89,30,6,3000,829.87
650,89,30,7,3000,812.31
650,89,30,8,3000,798.41
650,89,30,9,3000,781.02
650,89,35,1,3000,797.98
650,89,35,2,3000,873.43
650,89,35,3,3000,895.38
650,89,35,4,3000,891.11
650,89,35,5,3000,876.11
650,89,35,6,3000,858.53
650,89,35,7,3000,835.50
650,89,35,8,3000,815.45
650,89,35,9,3000,799.10
650,89,40,1,3000,843.49
650,89,40,2,3000,927.10
650,89,40,3,3000,948.70
650,89,40,4,3000,932.04
650,89,40,5,3000,906.59
650,89,40,6,3000,881.50
650,89,40,7,3000,855.13
650,89,40,8,3000,833.06
650,89,40,9,3000,815.24
650,89,45,1,3000,891.20
650,89,45,2,3000,987.51
650,89,45,3,3000,996.08
650,89,45,4,3000,967.98
650,89,45,5,3000,933.55
650,89,45,6,3000,899.91
650,89,45,7,3000,873.44
650,89,45,8,3000,849.62
650,89,45,9,3000,831.06
650,89,50,1,3000,946.61
650,89,50,2,3000,1047.10
650,89,50,3,3000,1041.51
650,89,50,4,3000,998.66
650,89,50,5,3000,953.04
650,89,50,6,3000,920.54
650,89,50,7,3000,890.14
650,89,50,8,3000,865.97
650,89,50,9,3000,846.11
650,89,55,1,3000,1006.96
650,89,55,2,3000,1106.18
650,89,55,3,3000,1084.81
650,89,55,4,3000,1024.65
650,89,55,5,3000,974.64
650,89,55,6,3000,938.56
650,89,55,7,3000,907.37
650,89,55,8,3000,881.65
650,89,55,9,3000,859.63
650,89,60,1,3000,1074.21
650,89,60,2,3000,1167.74
650,89,60,3,3000,1121.06
650,89,60,4,3000,1050.09
650,89,60,5,3000,995.83
650,89,60,6,3000,956.28
650,89,60,7,3000,923.75
650,89,60,8,3000,895.66
650,89,60,9,3000,874.19
650,89,65,1,3000,1143.42
650,89,65,2,3000,1224.56
650,89,65,3,3000,1154.33
650,89,65,4,3000,1073.22
650,89,65,5,3000,1014.37
650,89,65,6,3000,972.54
650,89,65,7,3000,938.20
650,89,65,8,3000,909.10
650,89,65,9,3000,887.34
650,89,70,1,3000,1221.26
650,89,70,2,3000,1280.73
650,89,70,3,3000,1183.76
650,89,70,4,3000,1095.97
650,89,70,5,3000,1032.05
650,89,70,6,3000,987.62
650,89,70,7,3000,951.91
650,89,70,8,3000,923.62
650,89,70,9,3000,900.07
650,91,10,1,3000,632.74
650,91,10,2,3000,671.55
650,91,10,3,3000,681.96
650,91,10,4,3000,682.69
650,91,10,5,3000,680.33
650,91,10,6,3000,679.32
650,91,10,7,3000,677.35
650,91,10,8,3000,676.11
650,91,10,9,3000,674.31
650,91,15,1,3000,664.56
650,91,15,2,3000,707.40
650,91,15,3,3000,721.09
650,91,15,4,3000,723.98
650,91,15,5,3000,723.87
650,91,15,6,3000,723.71
650,91,15,7,3000,722.04
650,91,15,8,3000,719.73
650,91,15,9,3000,716.83
650,91,20,1,3000,697.81
650,91,20,2,3000,747.99
650,91,20,3,3000,765.16
650,91,20,4,3000,770.27
650,91,20,5,3000,769.42
650,91,20,6,3000,769.71
650,91,20,7,3000,764.51
650,91,20,8,3000,758.61
650,91,20,9,3000,751.94
650,91,25,1,3000,734.43
650,91,25,2,3000,793.26
650,91,25,3,3000,814.09
650,91,25,4,3000,818.51
650,91,25,5,3000,817.65
650,91,25,6,3000,811.31
650,91,25,7,3000,801.57
650,91,25,8,3000,789.15
650,91,25,9,3000,777.61
650,91,30,1,3000,775.42
650,91,30,2,3000,841.48
650,91,30,3,3000,865.21
650,91,30,4,3000,864.29
650,91,30,5,3000,858.74
650,91,30,6,3000,846.40
650,91,30,7,3000,830.48
650,91,30,8,3000,812.26
650,91,30,9,3000,797.00
650,91,35,1,3000,818.32
650,91,35,2,3000,895.86
650,91,35,3,3000,916.90
650,91,35,4,3000,909.41
650,91,35,5,3000,896.98
650,91,35,6,3000,875.60
650,91,35,7,3000,852.31
650,91,35,8,3000,830.46
650,91,35,9,3000,813.26
650,91,40,1,3000,865.36
650,91,40,2,3000,953.62
650,91,40,3,3000,968.23
650,91,40,4,3000,952.50
650,91,40,5,3000,928.01
650,91,40,6,3000,897.63
650,91,40,7,3000,870.11
650,91,40,8,3000,848.62
650,91,40,9,3000,830.37
650,91,45,1,3000,915.86
650,91,45,2,3000,1010.82
650,91,45,3,3000,1019.75
650,91,45,4,3000,987.34
650,91,45,5,3000,951.22
650,91,45,6,3000,917.95
650,91,45,7,3000,889.47
650,91,45,8,3000,865.58
650,91,45,9,3000,846.90
650,91,50,1,3000,974.94
650,91,50,2,3000,1071.17
650,91,50,3,3000,1064.80
650,91,50,4,3000,1017.10
650,91,50,5,3000,971.45
650,91,50,6,3000,936.83
650,91,50,7,3000,907.93
650,91,50,8,3000,882.13
650,91,50,9,3000,861.95
650,91,55,1,3000,1037.11
650,91,55,2,3000,1133.36
650,91,55,3,3000,1108.40
650,91,55,4,3000,1042.50
650,91,55,5,3000,994.09
650,91,55,6,3000,956.50
650,91,55,7,3000,925.06
650,91,55,8,3000,897.28
650,91,55,9,3000,876.04
650,91,60,1,3000,1105.80
650,91,60,2,3000,1197.40
650,91,60,3,3000,1145.10
650,91,60,4,3000,1069.23
650,91,60,5,3000,1014.95
650,91,60,6,3000,973.92
650,91,60,7,3000,939.60
650,91,60,8,3000,912.42
650,91,60,9,3000,888.93
650,91,65,1,3000,1180.96
650,91,65,2,3000,1255.35
650,91,65,3,3000,1178.73
650,91,65,4,3000,1093.64
650,91,65,5,3000,1033.05
650,91,65,6,3000,990.75
650,91,65,7,3000,954.62
650,91,65,8,3000,926.20
650,91,65,9,3000,903.12
650,91,70,1,3000,1264.06
650,91,70,2,3000,1310.22
650,91,70,3,3000,1205.98
650,91,70,4,3000,1115.99
650,91,70,5,3000,1051.88
650,91,70,6,3000,1005.95
650,91,70,7,3000,968.46
650,91,70,8,3000,940.14
650,91,70,9,3000,916.01
650,93,10,1,3000,646.88
650,93,10,2,3000,685.79
650,93,10,3,3000,696.20
650,93,10,4,3000,696.02
650,93,10,5,3000,694.31
650,93,10,6,3000,693.73
650,93,10,7,3000,692.67
650,93,10,8,3000,689.73
650,93,10,9,3000,688.95
650,93,15,1,3000,679.04
650,93,15,2,3000,722.89
650,93,15,3,3000,737.39
650,93,15,4,3000,737.67
650,93,15,5,3000,739.71
650,93,15,6,3000,740.39
650,93,15,7,3000,738.31
650,93,15,8,3000,734.98
650,93,15,9,3000,731.58
650,93,20,1,3000,714.35
650,93,20,2,3000,765.08
650,93,20,3,3000,782.20
650,93,20,4,3000,786.58
650,93,20,5,3000,787.64
650,93,20,6,3000,784.63
650,93,20,7,3000,781.18
650,93,20,8,3000,774.53
650,93,20,9,3000,767.14
650,93,25,1,3000,752.85
650,93,25,2,3000,810.59
650,93,25,3,3000,831.45
650,93,25,4,3000,835.87
650,93,25,5,3000,834.78
650,93,25,6,3000,828.14
650,93,25,7,3000,818.08
650,93,25,8,3000,805.57
650,93,25,9,3000,793.56
650,93,30,1,3000,794.68
650,93,30,2,3000,862.92
650,93,30,3,3000,885.50
650,93,30,4,3000,886.70
650,93,30,5,3000,878.47
650,93,30,6,3000,863.63
650,93,30,7,3000,846.08
650,93,30,8,3000,828.86
650,93,30,9,3000,810.78
650,93,35,1,3000,838.43
650,93,35,2,3000,918.68
650,93,35,3,3000,938.64
650,93,35,4,3000,928.54
650,93,35,5,3000,914.57
650,93,35,6,3000,891.90
650,93,35,7,3000,867.99
650,93,35,8,3000,847.19
650,93,35,9,3000,829.80
650,93,40,1,3000,889.58
650,93,40,2,3000,978.93
650,93,40,3,3000,992.07
650,93,40,4,3000,971.40
650,93,40,5,3000,946.90
650,93,40,6,3000,914.29
650,93,40,7,3000,887.63
650,93,40,8,3000,865.20
650,93,40,9,3000,845.79
650,93,45,1,3000,941.26
650,93,45,2,3000,1037.74
650,93,45,3,3000,1042.54
650,93,45,4,3000,1006.33
650,93,45,5,3000,968.73
650,93,45,6,3000,934.47
650,93,45,7,3000,906.03
650,93,45,8,3000,881.85
650,93,45,9,3000,862.32
650,93,50,1,3000,1001.45
650,93,50,2,3000,1101.36
650,93,50,3,3000,1087.81
650,93,50,4,3000,1037.44
650,93,50,5,3000,991.04
650,93,50,6,3000,953.65
650,93,50,7,3000,924.30
650,93,50,8,3000,899.07
650,93,50,9,3000,877.04
650,93,55,1,3000,1068.80
650,93,55,2,3000,1165.61
650,93,55,3,3000,1131.62
650,93,55,4,3000,1063.33
650,93,55,5,3000,1013.35
650,93,55,6,3000,974.54
650,93,55,7,3000,940.39
650,93,55,8,3000,913.43
650,93,55,9,3000,891.44
650,93,60,1,3000,1140.85
650,93,60,2,3000,1225.95
650,93,60,3,3000,1167.09
650,93,60,4,3000,1088.51
650,93,60,5,3000,1033.98
650,93,60,6,3000,991.75
650,93,60,7,3000,956.64
650,93,60,8,3000,928.39
650,93,60,9,3000,906.03
650,93,65,1,3000,1218.11
650,93,65,2,3000,1286.80
650,93,65,3,3000,1197.50
650,93,65,4,3000,1112.93
650,93,65,5,3000,1052.91
650,93,65,6,3000,1008.02
650,93,65,7,3000,971.80
650,93,65,8,3000,943.12
650,93,65,9,3000,920.18
650,93,70,1,3000,1306.35
650,93,70,2,3000,1342.48
650,93,70,3,3000,1229.79
650,93,70,4,3000,1135.17
650,93,70,5,3000,1071.62
650,93,70,6,3000,1024.06
650,93,70,7,3000,986.66
650,93,70,8,3000,957.28
650,93,70,9,3000,933.77
650,95,10,1,3000,662.07
650,95,10,2,3000,700.59
650,95,10,3,3000,708.88
650,95,10,4,3000,709.67
650,95,10,5,3000,709.05
650,95,10,6,3000,707.10
650,95,10,7,3000,705.80
650,95,10,8,3000,703.09
650,95,10,9,3000,702.31
650,95,15,1,3000,695.81
650,95,15,2,3000,738.75
650,95,15,3,3000,752.09
650,95,15,4,3000,752.99
650,95,15,5,3000,756.15
650,95,15,6,3000,754.58
650,95,15,7,3000,752.18
650,95,15,8,3000,750.42
650,95,15,9,3000,745.35
650,95,20,1,3000,731.47
650,95,20,2,3000,782.96
650,95,20,3,3000,800.16
650,95,20,4,3000,802.27
650,95,20,5,3000,805.75
650,95,20,6,3000,802.93
650,95,20,7,3000,795.74
650,95,20,8,3000,789.56
650,95,20,9,3000,782.93
650,95,25,1,3000,770.74
650,95,25,2,3000,830.23
650,95,25,3,3000,850.46
650,95,25,4,3000,852.50
650,95,25,5,3000,852.65
650,95,25,6,3000,845.34
650,95,25,7,3000,832.76
650,95,25,8,3000,820.85
650,95,25,9,3000,808.26
650,95,30,1,3000,813.70
650,95,30,2,3000,883.50
650,95,30,3,3000,906.35
650,95,30,4,3000,904.97
650,95,30,5,3000,897.19
650,95,30,6,3000,880.92
650,95,30,7,3000,862.70
650,95,30,8,3000,843.44
650,95,30,9,3000,826.42
650,95,35,1,3000,860.83
650,95,35,2,3000,939.58
650,95,35,3,3000,959.62
650,95,35,4,3000,949.07
650,95,35,5,3000,934.86
650,95,35,6,3000,910.33
650,95,35,7,3000,883.13
650,95,35,8,3000,862.22
650,95,35,9,3000,844.09
650,95,40,1,3000,911.92
650,95,40,2,3000,1000.64
650,95,40,3,3000,1015.46
650,95,40,4,3000,990.96
650,95,40,5,3000,964.57
650,95,40,6,3000,931.52
650,95,40,7,3000,902.96
650,95,40,8,3000,880.27
650,95,40,9,3000,861.25
650,95,45,1,3000,967.93
650,95,45,2,3000,1065.38
650,95,45,3,3000,1065.73
650,95,45,4,3000,1027.43
650,95,45,5,3000,989.45
650,95,45,6,3000,951.79
650,95,45,7,3000,922.00
650,95,45,8,3000,897.73
650,95,45,9,3000,877.43
650,95,50,1,3000,1028.78
650,95,50,2,3000,1128.64
650,95,50,3,3000,1113.00
650,95,50,4,3000,1056.45
650,95,50,5,3000,1009.45
650,95,50,6,3000,971.72
650,95,50,7,3000,939.73
650,95,50,8,3000,914.61
650,95,50,9,3000,892.68
650,95,55,1,3000,1098.53
650,95,55,2,3000,1193.39
650,95,55,3,3000,1153.77
650,95,55,4,3000,1082.27
650,95,55,5,3000,1032.51
650,95,55,6,3000,991.47
650,95,55,7,3000,956.91
650,95,55,8,3000,930.20
650,95,55,9,3000,907.65
650,95,60,1,3000,1175.03
650,95,60,2,3000,1255.26
650,95,60,3,3000,1189.00
650,95,60,4,3000,1108.32
650,95,60,5,3000,1053.26
650,95,60,6,3000,1008.32
650,95,60,7,3000,973.39
650,95,60,8,3000,944.39
650,95,60,9,3000,922.60
650,95,65,1,3000,1260.11
650,95,65,2,3000,1315.83
650,95,65,3,3000,1220.80
650,95,65,4,3000,1132.94
650,95,65,5,3000,1072.73
650,95,65,6,3000,1025.05
650,95,65,7,3000,988.21
650,95,65,8,3000,959.02
650,95,65,9,3000,935.81
650,95,70,1,3000,1351.00
650,95,70,2,3000,1372.24
650,95,70,3,3000,1252.47
650,95,70,4,3000,1154.52
650,95,70,5,3000,1089.85
650,95,70,6,3000,1041.15
650,95,70,7,3000,1003.27
650,95,70,8,3000,972.90
650,95,70,9,3000,949.60
650,97,10,1,3000,676.08
650,97,10,2,3000,715.17
650,97,10,3,3000,724.64
650,97,10,4,3000,722.19
650,97,10,5,3000,723.20
650,97,10,6,3000,721.19
650,97,10,7,3000,719.70
650,97,10,8,3000,717.11
650,97,10,9,3000,716.35
650,97,15,1,3000,710.17
650,97,15,2,3000,754.62
650,97,15,3,3000,766.78
650,97,15,4,3000,768.94
650,97,15,5,3000,770.74
650,97,15,6,3000,771.97
650,97,15,7,3000,767.95
650,97,15,8,3000,764.80
650,97,15,9,3000,761.23
650,97,20,1,3000,748.68
650,97,20,2,3000,799.32
650,97,20,3,3000,817.21
650,97,20,4,3000,819.87
650,97,20,5,3000,820.76
650,97,20,6,3000,819.10
650,97,20,7,3000,812.88
650,97,20,8,3000,805.75
650,97,20,9,3000,797.77
650,97,25,1,3000,788.53
650,97,25,2,3000,849.43
650,97,25,3,3000,868.94
650,97,25,4,3000,872.25
650,97,25,5,3000,871.64
650,97,25,6,3000,862.23
650,97,25,7,3000,850.32
650,97,25,8,3000,836.96
650,97,25,9,3000,823.11
650,97,30,1,3000,833.58
650,97,30,2,3000,903.42
650,97,30,3,3000,924.33
650,97,30,4,3000,921.76
650,97,30,5,3000,915.07
650,97,30,6,3000,897.91
650,97,30,7,3000,878.79
650,97,30,8,3000,857.69
650,97,30,9,3000,841.73
650,97,35,1,3000,881.60
650,97,35,2,3000,963.03
650,97,35,3,3000,980.40
650,97,35,4,3000,968.30
650,97,35,5,3000,953.25
650,97,35,6,3000,925.66
650,97,35,7,3000,899.60
650,97,35,8,3000,877.78
650,97,35,9,3000,859.80
650,97,40,1,3000,934.47
650,97,40,2,3000,1026.27
650,97,40,3,3000,1035.72
650,97,40,4,3000,1007.78
650,97,40,5,3000,980.81
650,97,40,6,3000,947.22
650,97,40,7,3000,919.99
650,97,40,8,3000,896.01
650,97,40,9,3000,876.43
650,97,45,1,3000,993.75
650,97,45,2,3000,1090.56
650,97,45,3,3000,1088.40
650,97,45,4,3000,1045.75
650,97,45,5,3000,1006.73
650,97,45,6,3000,968.78
650,97,45,7,3000,938.72
650,97,45,8,3000,913.26
650,97,45,9,3000,893.14
650,97,50,1,3000,1059.24
650,97,50,2,3000,1154.08
650,97,50,3,3000,1133.68
650,97,50,4,3000,1073.61
650,97,50,5,3000,1028.57
650,97,50,6,3000,989.57
650,97,50,7,3000,957.16
650,97,50,8,3000,930.20
650,97,50,9,3000,909.08
650,97,55,1,3000,1134.14
650,97,55,2,3000,1220.21
650,97,55,3,3000,1174.97
650,97,55,4,3000,1101.61
650,97,55,5,3000,1051.45
650,97,55,6,3000,1008.85
650,97,55,7,3000,973.92
650,97,55,8,3000,945.61
650,97,55,9,3000,923.73
650,97,60,1,3000,1210.21
650,97,60,2,3000,1286.39
650,97,60,3,3000,1211.93
650,97,60,4,3000,1128.00
650,97,60,5,3000,1072.53
650,97,60,6,3000,1026.63
650,97,60,7,3000,990.51
650,97,60,8,3000,961.21
650,97,60,9,3000,937.77
650,97,65,1,3000,1295.53
650,97,65,2,3000,1347.66
650,97,65,3,3000,1242.89
650,97,65,4,3000,1151.95
650,97,65,5,3000,1091.44
650,97,65,6,3000,1043.41
650,97,65,7,3000,1005.81
650,97,65,8,3000,975.81
650,97,65,9,3000,952.57
650,97,70,1,3000,1393.89
650,97,70,2,3000,1404.79
650,97,70,3,3000,1274.54
650,97,70,4,3000,1174.07
650,97,70,5,3000,1109.65
650,97,70,6,3000,1058.68
650,97,70,7,3000,1020.82
650,97,70,8,3000,989.95
650,97,70,9,3000,965.44
650,99,10,1,3000,690.83
650,99,10,2,3000,729.29
650,99,10,3,3000,738.69
650,99,10,4,3000,736.96
650,99,10,5,3000,736.94
650,99,10,6,3000,735.64
650,99,10,7,3000,733.75
650,99,10,8,3000,732.62
650,99,10,9,3000,730.39
650,99,15,1,3000,726.60
650,99,15,2,3000,770.50
650,99,15,3,3000,782.05
650,99,15,4,3000,784.22
650,99,15,5,3000,786.84
650,99,15,6,3000,785.79
650,99,15,7,3000,783.66
650,99,15,8,3000,780.42
650,99,15,9,3000,776.36
650,99,20,1,3000,764.61
650,99,20,2,3000,816.99
650,99,20,3,3000,832.99
650,99,20,4,3000,835.51
650,99,20,5,3000,838.33
650,99,20,6,3000,835.77
650,99,20,7,3000,829.07
650,99,20,8,3000,820.81
650,99,20,9,3000,812.44
650,99,25,1,3000,807.13
650,99,25,2,3000,867.18
650,99,25,3,3000,887.83
650,99,25,4,3000,888.85
650,99,25,5,3000,889.28
650,99,25,6,3000,879.07
650,99,25,7,3000,866.57
650,99,25,8,3000,853.23
650,99,25,9,3000,838.01
650,99,30,1,3000,851.72
650,99,30,2,3000,922.33
650,99,30,3,3000,944.38
650,99,30,4,3000,941.09
650,99,30,5,3000,934.37
650,99,30,6,3000,915.86
650,99,30,7,3000,895.22
650,99,30,8,3000,874.74
650,99,30,9,3000,856.56
650,99,35,1,3000,904.29
650,99,35,2,3000,983.78
650,99,35,3,3000,1002.32
650,99,35,4,3000,988.88
650,99,35,5,3000,970.48
650,99,35,6,3000,942.83
650,99,35,7,3000,914.91
650,99,35,8,3000,893.85
650,99,35,9,3000,874.96
650,99,40,1,3000,958.74
650,99,40,2,3000,1048.86
650,99,40,3,3000,1057.80
650,99,40,4,3000,1029.75
650,99,40,5,3000,1000.40
650,99,40,6,3000,964.63
650,99,40,7,3000,935.47
650,99,40,8,3000,911.17
650,99,40,9,3000,892.45
650,99,45,1,3000,1021.20
650,99,45,2,3000,1114.22
650,99,45,3,3000,1111.54
650,99,45,4,3000,1065.02
650,99,45,5,3000,1024.98
650,99,45,6,3000,985.56
650,99,45,7,3000,954.51
650,99,45,8,3000,929.66
650,99,45,9,3000,908.70
650,99,50,1,3000,1087.99
650,99,50,2,3000,1182.67
650,99,50,3,3000,1157.13
650,99,50,4,3000,1093.93
650,99,50,5,3000,1047.33
650,99,50,6,3000,1006.54
650,99,50,7,3000,972.53
650,99,50,8,3000,945.97
650,99,50,9,3000,924.25
650,99,55,1,3000,1163.85
650,99,55,2,3000,1249.51
650,99,55,3,3000,1197.98
650,99,55,4,3000,1121.49
650,99,55,5,3000,1070.82
650,99,55,6,3000,1025.84
650,99,55,7,3000,989.65
650,99,55,8,3000,962.01
650,99,55,9,3000,939.27
650,99,60,1,3000,1245.96
650,99,60,2,3000,1316.67
650,99,60,3,3000,1232.58
650,99,60,4,3000,1146.77
650,99,60,5,3000,1091.10
650,99,60,6,3000,1043.52
650,99,60,7,3000,1006.85
650,99,60,8,3000,976.90
650,99,60,9,3000,953.89
650,99,65,1,3000,1339.60
650,99,65,2,3000,1375.93
650,99,65,3,3000,1264.87
650,99,65,4,3000,1171.69
650,99,65,5,3000,1110.55
650,99,65,6,3000,1060.91
650,99,65,7,3000,1022.49
650,99,65,8,3000,992.66
650,99,65,9,3000,968.62
650,99,70,1,3000,1441.15
650,99,70,2,3000,1432.90
650,99,70,3,3000,1296.18
650,99,70,4,3000,1192.63
650,99,70,5,3000,1127.97
650,99,70,6,3000,1075.66
650,99,70,7,3000,1037.53
650,99,70,8,3000,1006.57
650,99,70,9,3000,982.67
700,89,10,1,3000,641.21
700,89,10,2,3000,681.50
700,89,10,3,3000,692.91
700,89,10,4,3000,693.35
700,89,10,5,3000,692.12
700,89,10,6,3000,690.74
700,89,10,7,3000,688.06
700,89,10,8,3000,688.10
700,89,10,9,3000,686.37
700,89,15,1,3000,672.61
700,89,15,2,3000,717.32
700,89,15,3,3000,733.54
700,89,15,4,3000,735.76
700,89,15,5,3000,735.69
700,89,15,6,3000,735.93
700,89,15,7,3000,734.10
700,89,15,8,3000,729.97
700,89,15,9,3000,726.69
700,89,20,1,3000,706.93
700,89,20,2,3000,758.42
700,89,20,3,3000,776.97
700,89,20,4,3000,780.86
700,89,20,5,3000,782.78
700,89,20,6,3000,780.95
700,89,20,7,3000,777.74
700,89,20,8,3000,771.15
700,89,20,9,3000,764.25
700,89,25,1,3000,744.40
700,89,25,2,3000,804.35
700,89,25,3,3000,824.36
700,89,25,4,3000,829.57
700,89,25,5,3000,829.56
700,89,25,6,3000,823.60
700,89,25,7,3000,814.56
700,89,25,8,3000,802.57
700,89,25,9,3000,790.86
700,89,30,1,3000,784.06
700,89,30,2,3000,854.21
700,89,30,3,3000,875.32
700,89,30,4,3000,877.37
700,89,30,5,3000,872.48
700,89,30,6,3000,861.03
700,89,30,7,3000,843.22
700,89,30,8,3000,827.62
700,89,30,9,3000,809.94
700,89,35,1,3000,826.61
700,89,35,2,3000,906.54
700,89,35,3,3000,930.94
700,89,35,4,3000,923.84
700,89,35,5,3000,909.32
700,89,35,6,3000,891.21
700,89,35,7,3000,868.21
700,89,35,8,3000,846.24
700,89,35,9,3000,829.21
700,89,40,1,3000,873.98
700,89,40,2,3000,965.73
700,89,40,3,3000,983.41
700,89,40,4,3000,966.79
700,89,40,5,3000,942.94
700,89,40,6,3000,912.73
700,89,40,7,3000,886.39
700,89,40,8,3000,864.79
700,89,40,9,3000,845.61
700,89,45,1,3000,925.52
700,89,45,2,3000,1024.07
700,89,45,3,3000,1035.51
700,89,45,4,3000,1003.53
700,89,45,5,3000,967.92
700,89,45,6,3000,932.90
700,89,45,7,3000,906.06
700,89,45,8,3000,881.34
700,89,45,9,3000,861.90
700,89,50,1,3000,983.15
700,89,50,2,3000,1084.56
700,89,50,3,3000,1080.06
700,89,50,4,3000,1036.77
700,89,50,5,3000,990.41
700,89,50,6,3000,953.88
700,89,50,7,3000,924.06
700,89,50,8,3000,898.23
700,89,50,9,3000,877.24
700,89,55,1,3000,1045.69
700,89,55,2,3000,1146.22
700,89,55,3,3000,1126.02
700,89,55,4,3000,1062.63
700,89,55,5,3000,1010.93
700,89,55,6,3000,973.14
700,89,55,7,3000,941.34
700,89,55,8,3000,913.59
700,89,55,9,3000,891.70
700,89,60,1,3000,1114.09
700,89,60,2,3000,1210.54
700,89,60,3,3000,1163.79
700,89,60,4,3000,1088.77
700,89,60,5,3000,1032.45
700,89,60,6,3000,991.86
700,89,60,7,3000,956.75
700,89,60,8,3000,928.41
700,89,60,9,3000,905.12
700,89,65,1,3000,1185.95
700,89,65,2,3000,1270.67
700,89,65,3,3000,1198.27
700,89,65,4,3000,1113.68
700,89,65,5,3000,1051.85
700,89,65,6,3000,1008.44
700,89,65,7,3000,971.75
700,89,65,8,3000,942.84
700,89,65,9,3000,920.06
700,89,70,1,3000,1269.49
700,89,70,2,3000,1328.06
700,89,70,3,3000,1227.69
700,89,70,4,3000,1136.84
700,89,70,5,3000,1070.29
700,89,70,6,3000,1024.01
700,89,70,7,3000,987.24
700,89,70,8,3000,957.03
700,89,70,9,3000,932.71
