spell damage,hit chance,crit chance,number of mages,simulations,dps per mage
400,95,40,9,3000,700.65
400,95,45,1,3000,786.15
400,95,45,2,3000,862.17
400,95,45,3,3000,865.83
400,95,45,4,3000,832.89
400,95,45,5,3000,802.65
400,95,45,6,3000,773.35
400,95,45,7,3000,750.29
400,95,45,8,3000,731.14
400,95,45,9,3000,714.33
400,95,50,1,3000,836.58
400,95,50,2,3000,916.08
400,95,50,3,3000,902.55
400,95,50,4,3000,857.85
400,95,50,5,3000,820.33
400,95,50,6,3000,790.87
400,95,50,7,3000,765.14
400,95,50,8,3000,744.87
400,95,50,9,3000,727.10
400,95,55,1,3000,891.51
400,95,55,2,3000,967.54
400,95,55,3,3000,937.49
400,95,55,4,3000,878.45
400,95,55,5,3000,840.69
400,95,55,6,3000,807.13
400,95,55,7,3000,780.06
400,95,55,8,3000,757.63
400,95,55,9,3000,739.72
400,95,60,1,3000,954.69
400,95,60,2,3000,1019.48
400,95,60,3,3000,967.10
400,95,60,4,3000,901.70
400,95,60,5,3000,857.17
400,95,60,6,3000,821.55
400,95,60,7,3000,793.91
400,95,60,8,3000,769.28
400,95,60,9,3000,751.73
400,95,65,1,3000,1018.58
400,95,65,2,3000,1068.79
400,95,65,3,3000,992.15
400,95,65,4,3000,921.61
400,95,65,5,3000,873.88
400,95,65,6,3000,835.93
400,95,65,7,3000,806.00
400,95,65,8,3000,782.03
400,95,65,9,3000,763.13
400,95,70,1,3000,1094.01
400,95,70,2,3000,1115.78
400,95,70,3,3000,1018.45
400,95,70,4,3000,940.19
400,95,70,5,3000,888.12
400,95,70,6,3000,849.02
400,95,70,7,3000,817.61
400,95,70,8,3000,793.87
400,95,70,9,3000,773.72
400,97,10,1,3000,548.21
400,97,10,2,3000,580.38
400,97,10,3,3000,588.29
400,97,10,4,3000,587.80
400,97,10,5,3000,586.35
400,97,10,6,3000,586.59
400,97,10,7,3000,584.97
400,97,10,8,3000,583.22
400,97,10,9,3000,581.96
400,97,15,1,3000,576.18
400,97,15,2,3000,612.40
400,97,15,3,3000,622.41
400,97,15,4,3000,624.87
400,97,15,5,3000,625.72
400,97,15,6,3000,625.06
400,97,15,7,3000,623.71
400,97,15,8,3000,621.98
400,97,15,9,3000,618.53
400,97,20,1,3000,606.62
400,97,20,2,3000,649.91
400,97,20,3,3000,662.51
400,97,20,4,3000,665.39
400,97,20,5,3000,667.56
400,97,20,6,3000,664.58
400,97,20,7,3000,660.55
400,97,20,8,3000,654.91
400,97,20,9,3000,648.32
400,97,25,1,3000,639.73
400,97,25,2,3000,688.71
400,97,25,3,3000,704.98
400,97,25,4,3000,708.22
400,97,25,5,3000,706.74
400,97,25,6,3000,700.56
400,97,25,7,3000,691.52
400,97,25,8,3000,680.08
400,97,25,9,3000,668.65
400,97,30,1,3000,674.90
400,97,30,2,3000,733.35
400,97,30,3,3000,750.91
400,97,30,4,3000,748.44
400,97,30,5,3000,742.80
400,97,30,6,3000,729.86
400,97,30,7,3000,713.32
400,97,30,8,3000,697.22
400,97,30,9,3000,682.94
400,97,35,1,3000,714.97
400,97,35,2,3000,780.63
400,97,35,3,3000,797.57
400,97,35,4,3000,786.50
400,97,35,5,3000,774.12
400,97,35,6,3000,752.51
400,97,35,7,3000,731.12
400,97,35,8,3000,712.59
400,97,35,9,3000,698.46
400,97,40,1,3000,758.22
400,97,40,2,3000,832.38
400,97,40,3,3000,840.48
400,97,40,4,3000,820.66
400,97,40,5,3000,799.16
400,97,40,6,3000,769.21
400,97,40,7,3000,746.67
400,97,40,8,3000,728.63
400,97,40,9,3000,713.87
400,97,45,1,3000,805.45
400,97,45,2,3000,883.19
400,97,45,3,3000,881.72
400,97,45,4,3000,848.91
400,97,45,5,3000,817.79
400,97,45,6,3000,787.34
400,97,45,7,3000,764.14
400,97,45,8,3000,744.13
400,97,45,9,3000,727.39
400,97,50,1,3000,859.85
400,97,50,2,3000,936.05
400,97,50,3,3000,920.55
400,97,50,4,3000,871.58
400,97,50,5,3000,836.33
400,97,50,6,3000,805.02
400,97,50,7,3000,778.73
400,97,50,8,3000,758.20
400,97,50,9,3000,740.39
400,97,55,1,3000,917.12
400,97,55,2,3000,991.54
400,97,55,3,3000,955.11
400,97,55,4,3000,895.41
400,97,55,5,3000,856.06
400,97,55,6,3000,821.69
400,97,55,7,3000,793.51
400,97,55,8,3000,770.56
400,97,55,9,3000,752.87
400,97,60,1,3000,981.16
400,97,60,2,3000,1043.76
400,97,60,3,3000,984.22
400,97,60,4,3000,917.18
400,97,60,5,3000,873.45
400,97,60,6,3000,836.81
400,97,60,7,3000,807.24
400,97,60,8,3000,783.79
400,97,60,9,3000,764.73
400,97,65,1,3000,1051.62
400,97,65,2,3000,1091.15
400,97,65,3,3000,1009.09
400,97,65,4,3000,937.46
400,97,65,5,3000,888.93
400,97,65,6,3000,849.97
400,97,65,7,3000,819.36
400,97,65,8,3000,795.50
400,97,65,9,3000,776.65
400,97,70,1,3000,1131.32
400,97,70,2,3000,1139.74
400,97,70,3,3000,1036.89
400,97,70,4,3000,955.54
400,97,70,5,3000,905.15
400,97,70,6,3000,863.49
400,97,70,7,3000,832.15
400,97,70,8,3000,807.47
400,97,70,9,3000,787.76
400,99,10,1,3000,559.93
400,99,10,2,3000,590.73
400,99,10,3,3000,599.13
400,99,10,4,3000,598.97
400,99,10,5,3000,598.86
400,99,10,6,3000,597.51
400,99,10,7,3000,595.71
400,99,10,8,3000,594.59
400,99,10,9,3000,593.40
400,99,15,1,3000,588.52
400,99,15,2,3000,625.63
400,99,15,3,3000,635.48
400,99,15,4,3000,636.65
400,99,15,5,3000,639.89
400,99,15,6,3000,638.55
400,99,15,7,3000,635.71
400,99,15,8,3000,633.55
400,99,15,9,3000,630.54
400,99,20,1,3000,620.53
400,99,20,2,3000,663.00
400,99,20,3,3000,675.79
400,99,20,4,3000,678.54
400,99,20,5,3000,681.20
400,99,20,6,3000,678.57
400,99,20,7,3000,673.61
400,99,20,8,3000,666.94
400,99,20,9,3000,659.93
400,99,25,1,3000,654.68
400,99,25,2,3000,705.44
400,99,25,3,3000,720.64
400,99,25,4,3000,722.60
400,99,25,5,3000,723.34
400,99,25,6,3000,714.08
400,99,25,7,3000,704.28
400,99,25,8,3000,692.81
400,99,25,9,3000,680.30
400,99,30,1,3000,691.67
400,99,30,2,3000,750.56
400,99,30,3,3000,767.12
400,99,30,4,3000,763.67
400,99,30,5,3000,759.35
400,99,30,6,3000,742.70
400,99,30,7,3000,726.14
400,99,30,8,3000,710.45
400,99,30,9,3000,695.06
400,99,35,1,3000,733.38
400,99,35,2,3000,800.53
400,99,35,3,3000,812.66
400,99,35,4,3000,801.49
400,99,35,5,3000,789.73
400,99,35,6,3000,766.65
400,99,35,7,3000,743.51
400,99,35,8,3000,724.93
400,99,35,9,3000,711.00
400,99,40,1,3000,778.39
400,99,40,2,3000,849.15
400,99,40,3,3000,856.78
400,99,40,4,3000,836.36
400,99,40,5,3000,814.00
400,99,40,6,3000,782.77
400,99,40,7,3000,760.31
400,99,40,8,3000,741.87
400,99,40,9,3000,725.88
400,99,45,1,3000,826.97
400,99,45,2,3000,906.87
400,99,45,3,3000,900.38
400,99,45,4,3000,864.27
400,99,45,5,3000,832.57
400,99,45,6,3000,801.67
400,99,45,7,3000,777.85
400,99,45,8,3000,756.95
400,99,45,9,3000,740.19
400,99,50,1,3000,883.38
400,99,50,2,3000,959.37
400,99,50,3,3000,940.18
400,99,50,4,3000,886.97
400,99,50,5,3000,851.72
400,99,50,6,3000,819.85
400,99,50,7,3000,792.74
400,99,50,8,3000,770.92
400,99,50,9,3000,753.10
400,99,55,1,3000,943.76
400,99,55,2,3000,1014.20
400,99,55,3,3000,972.04
400,99,55,4,3000,910.71
400,99,55,5,3000,871.22
400,99,55,6,3000,835.18
400,99,55,7,3000,806.99
400,99,55,8,3000,784.26
400,99,55,9,3000,765.45
400,99,60,1,3000,1013.37
400,99,60,2,3000,1066.75
400,99,60,3,3000,1001.19
400,99,60,4,3000,933.19
400,99,60,5,3000,889.24
400,99,60,6,3000,850.38
400,99,60,7,3000,820.00
400,99,60,8,3000,797.16
400,99,60,9,3000,777.52
400,99,65,1,3000,1087.34
400,99,65,2,3000,1116.61
400,99,65,3,3000,1027.49
400,99,65,4,3000,952.79
400,99,65,5,3000,904.43
400,99,65,6,3000,864.57
400,99,65,7,3000,833.33
400,99,65,8,3000,808.86
400,99,65,9,3000,789.19
400,99,70,1,3000,1170.06
400,99,70,2,3000,1163.80
400,99,70,3,3000,1055.06
400,99,70,4,3000,971.38
400,99,70,5,3000,919.98
400,99,70,6,3000,877.32
400,99,70,7,3000,845.77
400,99,70,8,3000,820.98
400,99,70,9,3000,801.77
450,89,10,1,3000,524.34
450,89,10,2,3000,557.82
450,89,10,3,3000,567.10
450,89,10,4,3000,567.81
450,89,10,5,3000,565.85
450,89,10,6,3000,566.39
450,89,10,7,3000,564.23
450,89,10,8,3000,563.02
450,89,10,9,3000,561.80
450,89,15,1,3000,550.48
450,89,15,2,3000,587.71
450,89,15,3,3000,600.18
450,89,15,4,3000,602.29
450,89,15,5,3000,602.19
450,89,15,6,3000,601.69
450,89,15,7,3000,600.21
450,89,15,8,3000,598.29
450,89,15,9,3000,596.50
450,89,20,1,3000,578.58
450,89,20,2,3000,621.32
450,89,20,3,3000,635.22
450,89,20,4,3000,639.79
450,89,20,5,3000,641.04
450,89,20,6,3000,639.41
450,89,20,7,3000,635.82
450,89,20,8,3000,631.09
450,89,20,9,3000,625.83
450,89,25,1,3000,609.17
450,89,25,2,3000,658.06
450,89,25,3,3000,675.80
450,89,25,4,3000,680.74
450,89,25,5,3000,677.10
450,89,25,6,3000,675.21
450,89,25,7,3000,666.60
450,89,25,8,3000,658.69
450,89,25,9,3000,647.34
450,89,30,1,3000,642.40
450,89,30,2,3000,697.62
450,89,30,3,3000,719.05
450,89,30,4,3000,718.97
450,89,30,5,3000,714.82
450,89,30,6,3000,704.70
450,89,30,7,3000,691.48
450,89,30,8,3000,678.17
450,89,30,9,3000,664.76
450,89,35,1,3000,675.76
450,89,35,2,3000,741.96
450,89,35,3,3000,762.61
450,89,35,4,3000,757.61
450,89,35,5,3000,746.52
450,89,35,6,3000,729.56
450,89,35,7,3000,710.02
450,89,35,8,3000,692.65
450,89,35,9,3000,677.51
450,89,40,1,3000,715.91
450,89,40,2,3000,788.04
450,89,40,3,3000,804.69
450,89,40,4,3000,791.35
450,89,40,5,3000,772.45
450,89,40,6,3000,747.70
450,89,40,7,3000,725.57
450,89,40,8,3000,707.96
450,89,40,9,3000,693.73
450,89,45,1,3000,757.89
450,89,45,2,3000,838.97
450,89,45,3,3000,845.09
450,89,45,4,3000,822.54
450,89,45,5,3000,793.27
450,89,45,6,3000,765.48
450,89,45,7,3000,742.09
450,89,45,8,3000,723.63
450,89,45,9,3000,706.97
450,89,50,1,3000,802.92
450,89,50,2,3000,888.83
450,89,50,3,3000,886.09
450,89,50,4,3000,848.83
450,89,50,5,3000,810.55
450,89,50,6,3000,782.33
450,89,50,7,3000,758.15
450,89,50,8,3000,738.04
450,89,50,9,3000,720.23
450,89,55,1,3000,853.28
450,89,55,2,3000,940.04
450,89,55,3,3000,920.57
450,89,55,4,3000,870.00
450,89,55,5,3000,829.53
450,89,55,6,3000,799.37
450,89,55,7,3000,772.01
450,89,55,8,3000,750.65
450,89,55,9,3000,732.09
450,89,60,1,3000,910.05
450,89,60,2,3000,992.02
450,89,60,3,3000,953.15
450,89,60,4,3000,892.07
450,89,60,5,3000,848.00
450,89,60,6,3000,814.36
450,89,60,7,3000,785.84
450,89,60,8,3000,763.71
450,89,60,9,3000,743.74
450,89,65,1,3000,970.27
450,89,65,2,3000,1040.91
450,89,65,3,3000,979.78
450,89,65,4,3000,913.42
450,89,65,5,3000,864.07
450,89,65,6,3000,828.69
450,89,65,7,3000,799.05
450,89,65,8,3000,775.11
450,89,65,9,3000,755.52
450,89,70,1,3000,1035.89
450,89,70,2,3000,1087.59
450,89,70,3,3000,1006.33
450,89,70,4,3000,933.17
450,89,70,5,3000,879.77
450,89,70,6,3000,842.51
450,89,70,7,3000,811.04
450,89,70,8,3000,786.45
450,89,70,9,3000,766.69
450,91,10,1,3000,537.23
450,91,10,2,3000,569.27
450,91,10,3,3000,579.38
450,91,10,4,3000,580.07
450,91,10,5,3000,578.52
450,91,10,6,3000,577.73
450,91,10,7,3000,575.08
450,91,10,8,3000,574.80
450,91,10,9,3000,572.62
450,91,15,1,3000,563.31
450,91,15,2,3000,601.39
450,91,15,3,3000,613.10
450,91,15,4,3000,614.55
450,91,15,5,3000,615.64
450,91,15,6,3000,615.66
450,91,15,7,3000,613.31
450,91,15,8,3000,611.30
450,91,15,9,3000,608.73
450,91,20,1,3000,592.76
450,91,20,2,3000,635.53
450,91,20,3,3000,650.33
450,91,20,4,3000,653.68
450,91,20,5,3000,656.23
450,91,20,6,3000,654.11
450,91,20,7,3000,649.93
450,91,20,8,3000,644.61
450,91,20,9,3000,637.93
450,91,25,1,3000,623.89
450,91,25,2,3000,675.30
450,91,25,3,3000,691.49
450,91,25,4,3000,694.40
450,91,25,5,3000,694.75
450,91,25,6,3000,689.03
450,91,25,7,3000,680.75
450,91,25,8,3000,671.42
450,91,25,9,3000,660.72
450,91,30,1,3000,657.76
450,91,30,2,3000,716.67
450,91,30,3,3000,734.25
450,91,30,4,3000,734.76
450,91,30,5,3000,730.40
450,91,30,6,3000,720.08
450,91,30,7,3000,705.87
450,91,30,8,3000,691.25
450,91,30,9,3000,676.16
450,91,35,1,3000,695.58
450,91,35,2,3000,760.40
450,91,35,3,3000,780.38
450,91,35,4,3000,775.07
450,91,35,5,3000,761.47
450,91,35,6,3000,745.02
450,91,35,7,3000,724.79
450,91,35,8,3000,705.75
450,91,35,9,3000,691.23
450,91,40,1,3000,734.56
450,91,40,2,3000,810.35
450,91,40,3,3000,824.68
450,91,40,4,3000,809.51
450,91,40,5,3000,787.23
450,91,40,6,3000,762.56
450,91,40,7,3000,739.27
450,91,40,8,3000,722.57
450,91,40,9,3000,706.16
450,91,45,1,3000,779.57
450,91,45,2,3000,860.21
450,91,45,3,3000,864.49
450,91,45,4,3000,840.53
450,91,45,5,3000,808.26
450,91,45,6,3000,779.55
450,91,45,7,3000,756.72
450,91,45,8,3000,737.02
450,91,45,9,3000,720.22
450,91,50,1,3000,827.93
450,91,50,2,3000,910.93
450,91,50,3,3000,906.29
450,91,50,4,3000,863.72
450,91,50,5,3000,826.53
450,91,50,6,3000,797.74
450,91,50,7,3000,772.13
450,91,50,8,3000,751.73
450,91,50,9,3000,733.70
450,91,55,1,3000,880.48
450,91,55,2,3000,964.31
450,91,55,3,3000,940.75
450,91,55,4,3000,885.52
450,91,55,5,3000,845.82
450,91,55,6,3000,814.38
450,91,55,7,3000,787.28
450,91,55,8,3000,764.73
450,91,55,9,3000,745.60
450,91,60,1,3000,941.04
450,91,60,2,3000,1017.65
450,91,60,3,3000,971.36
450,91,60,4,3000,909.06
450,91,60,5,3000,863.31
450,91,60,6,3000,829.96
450,91,60,7,3000,800.38
450,91,60,8,3000,777.24
450,91,60,9,3000,757.69
450,91,65,1,3000,1000.50
450,91,65,2,3000,1066.33
450,91,65,3,3000,998.93
450,91,65,4,3000,930.16
450,91,65,5,3000,880.73
450,91,65,6,3000,844.23
450,91,65,7,3000,813.29
450,91,65,8,3000,788.62
450,91,65,9,3000,769.37
450,91,70,1,3000,1074.31
450,91,70,2,3000,1114.04
450,91,70,3,3000,1025.54
450,91,70,4,3000,949.72
450,91,70,5,3000,896.26
450,91,70,6,3000,856.49
450,91,70,7,3000,826.14
450,91,70,8,3000,800.94
450,91,70,9,3000,780.84
450,93,10,1,3000,549.82
450,93,10,2,3000,581.16
450,93,10,3,3000,590.71
450,93,10,4,3000,590.68
450,93,10,5,3000,590.98
450,93,10,6,3000,589.45
450,93,10,7,3000,587.43
450,93,10,8,3000,586.57
450,93,10,9,3000,585.50
450,93,15,1,3000,577.20
450,93,15,2,3000,614.16
450,93,15,3,3000,625.91
450,93,15,4,3000,626.77
450,93,15,5,3000,628.13
450,93,15,6,3000,627.60
450,93,15,7,3000,626.69
450,93,15,8,3000,624.17
450,93,15,9,3000,621.56
450,93,20,1,3000,607.47
450,93,20,2,3000,649.60
450,93,20,3,3000,663.77
450,93,20,4,3000,668.56
450,93,20,5,3000,669.93
450,93,20,6,3000,667.98
450,93,20,7,3000,663.50
450,93,20,8,3000,658.63
450,93,20,9,3000,652.32
450,93,25,1,3000,639.38
450,93,25,2,3000,688.90
450,93,25,3,3000,706.68
450,93,25,4,3000,708.76
450,93,25,5,3000,710.13
450,93,25,6,3000,702.77
450,93,25,7,3000,693.94
450,93,25,8,3000,684.86
450,93,25,9,3000,674.91
450,93,30,1,3000,674.21
450,93,30,2,3000,732.92
450,93,30,3,3000,753.27
450,93,30,4,3000,752.07
450,93,30,5,3000,746.87
450,93,30,6,3000,734.22
450,93,30,7,3000,718.84
450,93,30,8,3000,703.70
450,93,30,9,3000,688.49
450,93,35,1,3000,712.46
450,93,35,2,3000,779.77
450,93,35,3,3000,798.04
450,93,35,4,3000,788.47
450,93,35,5,3000,777.53
450,93,35,6,3000,758.78
450,93,35,7,3000,736.80
450,93,35,8,3000,718.83
450,93,35,9,3000,704.50
450,93,40,1,3000,755.05
450,93,40,2,3000,829.29
450,93,40,3,3000,842.57
450,93,40,4,3000,825.86
450,93,40,5,3000,804.36
450,93,40,6,3000,776.33
450,93,40,7,3000,753.36
450,93,40,8,3000,734.64
450,93,40,9,3000,720.09
450,93,45,1,3000,799.99
450,93,45,2,3000,881.10
450,93,45,3,3000,885.38
450,93,45,4,3000,855.93
450,93,45,5,3000,824.55
450,93,45,6,3000,794.54
450,93,45,7,3000,770.78
450,93,45,8,3000,750.39
450,93,45,9,3000,734.01
450,93,50,1,3000,851.69
450,93,50,2,3000,935.47
450,93,50,3,3000,924.68
450,93,50,4,3000,880.39
450,93,50,5,3000,842.61
450,93,50,6,3000,812.25
450,93,50,7,3000,786.65
450,93,50,8,3000,765.60
450,93,50,9,3000,746.92
450,93,55,1,3000,903.95
450,93,55,2,3000,987.90
450,93,55,3,3000,961.83
450,93,55,4,3000,902.40
450,93,55,5,3000,862.41
450,93,55,6,3000,830.24
450,93,55,7,3000,801.25
450,93,55,8,3000,778.52
450,93,55,9,3000,759.72
450,93,60,1,3000,966.57
450,93,60,2,3000,1040.60
450,93,60,3,3000,991.77
450,93,60,4,3000,925.76
450,93,60,5,3000,881.27
450,93,60,6,3000,844.69
450,93,60,7,3000,815.05
450,93,60,8,3000,791.88
450,93,60,9,3000,771.78
450,93,65,1,3000,1033.03
450,93,65,2,3000,1092.34
450,93,65,3,3000,1017.67
450,93,65,4,3000,947.44
450,93,65,5,3000,897.21
450,93,65,6,3000,859.48
450,93,65,7,3000,827.93
450,93,65,8,3000,803.29
450,93,65,9,3000,783.41
450,93,70,1,3000,1109.68
450,93,70,2,3000,1140.46
450,93,70,3,3000,1046.47
450,93,70,4,3000,967.46
450,93,70,5,3000,912.43
450,93,70,6,3000,872.13
450,93,70,7,3000,840.54
450,93,70,8,3000,815.66
450,93,70,9,3000,794.62
450,95,10,1,3000,561.97
450,95,10,2,3000,594.55
450,95,10,3,3000,603.20
450,95,10,4,3000,602.44
450,95,10,5,3000,602.49
450,95,10,6,3000,600.85
450,95,10,7,3000,599.63
450,95,10,8,3000,597.84
450,95,10,9,3000,597.15
450,95,15,1,3000,589.57
450,95,15,2,3000,628.33
450,95,15,3,3000,639.25
450,95,15,4,3000,640.82
450,95,15,5,3000,641.25
450,95,15,6,3000,641.13
450,95,15,7,3000,639.72
450,95,15,8,3000,637.92
450,95,15,9,3000,634.95
450,95,20,1,3000,621.03
450,95,20,2,3000,664.53
450,95,20,3,3000,679.56
450,95,20,4,3000,682.02
450,95,20,5,3000,684.61
450,95,20,6,3000,681.81
450,95,20,7,3000,677.11
450,95,20,8,3000,671.23
450,95,20,9,3000,664.44
450,95,25,1,3000,654.34
450,95,25,2,3000,704.88
450,95,25,3,3000,723.01
450,95,25,4,3000,724.39
450,95,25,5,3000,725.16
450,95,25,6,3000,718.61
450,95,25,7,3000,708.15
450,95,25,8,3000,697.93
450,95,25,9,3000,686.61
450,95,30,1,3000,690.17
450,95,30,2,3000,750.26
450,95,30,3,3000,769.15
450,95,30,4,3000,767.46
450,95,30,5,3000,762.35
450,95,30,6,3000,749.94
450,95,30,7,3000,733.97
450,95,30,8,3000,716.67
450,95,30,9,3000,701.82
450,95,35,1,3000,730.17
450,95,35,2,3000,797.85
450,95,35,3,3000,815.98
450,95,35,4,3000,805.83
450,95,35,5,3000,792.88
450,95,35,6,3000,773.16
450,95,35,7,3000,750.68
450,95,35,8,3000,732.07
450,95,35,9,3000,717.53
450,95,40,1,3000,774.16
450,95,40,2,3000,851.33
450,95,40,3,3000,861.95
450,95,40,4,3000,841.74
450,95,40,5,3000,819.54
450,95,40,6,3000,792.64
450,95,40,7,3000,767.25
450,95,40,8,3000,748.48
450,95,40,9,3000,733.12
450,95,45,1,3000,822.75
450,95,45,2,3000,902.81
450,95,45,3,3000,904.48
450,95,45,4,3000,871.62
450,95,45,5,3000,839.56
450,95,45,6,3000,809.19
450,95,45,7,3000,784.82
450,95,45,8,3000,764.60
450,95,45,9,3000,747.32
450,95,50,1,3000,875.48
450,95,50,2,3000,958.20
450,95,50,3,3000,943.30
450,95,50,4,3000,896.08
450,95,50,5,3000,858.37
450,95,50,6,3000,826.79
450,95,50,7,3000,800.46
450,95,50,8,3000,778.81
450,95,50,9,3000,761.46
450,95,55,1,3000,932.78
450,95,55,2,3000,1013.10
450,95,55,3,3000,979.51
450,95,55,4,3000,919.66
450,95,55,5,3000,878.32
450,95,55,6,3000,844.12
450,95,55,7,3000,815.68
450,95,55,8,3000,792.29
450,95,55,9,3000,773.22
450,95,60,1,3000,995.63
450,95,60,2,3000,1066.89
450,95,60,3,3000,1011.30
450,95,60,4,3000,943.25
450,95,60,5,3000,896.89
450,95,60,6,3000,859.94
450,95,60,7,3000,829.51
450,95,60,8,3000,804.86
450,95,60,9,3000,786.11
450,95,65,1,3000,1067.19
450,95,65,2,3000,1117.66
450,95,65,3,3000,1036.25
450,95,65,4,3000,963.98
450,95,65,5,3000,913.65
450,95,65,6,3000,873.97
450,95,65,7,3000,842.77
450,95,65,8,3000,817.85
450,95,65,9,3000,797.05
450,95,70,1,3000,1146.69
450,95,70,2,3000,1164.39
450,95,70,3,3000,1064.48
450,95,70,4,3000,983.35
450,95,70,5,3000,929.05
450,95,70,6,3000,887.66
450,95,70,7,3000,855.09
450,95,70,8,3000,829.94
450,95,70,9,3000,808.84
450,97,10,1,3000,574.02
450,97,10,2,3000,607.11
450,97,10,3,3000,614.55
450,97,10,4,3000,614.46
450,97,10,5,3000,615.08
450,97,10,6,3000,612.73
450,97,10,7,3000,611.74
450,97,10,8,3000,610.31
450,97,10,9,3000,609.40
450,97,15,1,3000,603.00
450,97,15,2,3000,640.81
450,97,15,3,3000,651.44
450,97,15,4,3000,654.61
450,97,15,5,3000,654.99
450,97,15,6,3000,653.87
450,97,15,7,3000,652.47
450,97,15,8,3000,650.17
450,97,15,9,3000,647.12
450,97,20,1,3000,635.44
450,97,20,2,3000,679.04
450,97,20,3,3000,693.19
450,97,20,4,3000,695.83
450,97,20,5,3000,699.49
450,97,20,6,3000,696.01
450,97,20,7,3000,691.56
450,97,20,8,3000,685.34
450,97,20,9,3000,677.61
450,97,25,1,3000,669.15
450,97,25,2,3000,720.51
450,97,25,3,3000,738.83
450,97,25,4,3000,739.36
450,97,25,5,3000,739.54
450,97,25,6,3000,732.06
450,97,25,7,3000,723.29
450,97,25,8,3000,709.73
450,97,25,9,3000,699.30
450,97,30,1,3000,707.48
450,97,30,2,3000,768.04
450,97,30,3,3000,785.62
450,97,30,4,3000,783.53
450,97,30,5,3000,778.29
450,97,30,6,3000,763.91
450,97,30,7,3000,746.54
450,97,30,8,3000,730.58
450,97,30,9,3000,714.19
450,97,35,1,3000,749.32
450,97,35,2,3000,817.65
450,97,35,3,3000,832.66
450,97,35,4,3000,823.50
450,97,35,5,3000,809.51
450,97,35,6,3000,786.68
450,97,35,7,3000,763.51
450,97,35,8,3000,745.52
450,97,35,9,3000,730.37
450,97,40,1,3000,794.50
450,97,40,2,3000,869.52
450,97,40,3,3000,880.49
450,97,40,4,3000,858.98
450,97,40,5,3000,835.15
450,97,40,6,3000,805.72
450,97,40,7,3000,781.20
450,97,40,8,3000,761.72
450,97,40,9,3000,745.79
450,97,45,1,3000,842.91
450,97,45,2,3000,924.81
450,97,45,3,3000,924.27
450,97,45,4,3000,888.39
450,97,45,5,3000,855.64
450,97,45,6,3000,823.63
450,97,45,7,3000,798.39
450,97,45,8,3000,777.43
450,97,45,9,3000,760.57
450,97,50,1,3000,900.77
450,97,50,2,3000,980.24
450,97,50,3,3000,965.06
450,97,50,4,3000,912.48
450,97,50,5,3000,874.42
450,97,50,6,3000,842.12
450,97,50,7,3000,814.61
450,97,50,8,3000,792.52
450,97,50,9,3000,773.70
450,97,55,1,3000,959.97
450,97,55,2,3000,1038.18
450,97,55,3,3000,999.51
450,97,55,4,3000,935.81
450,97,55,5,3000,895.30
450,97,55,6,3000,858.77
450,97,55,7,3000,829.50
450,97,55,8,3000,805.28
450,97,55,9,3000,786.66
450,97,60,1,3000,1027.62
450,97,60,2,3000,1091.88
450,97,60,3,3000,1027.99
450,97,60,4,3000,960.26
450,97,60,5,3000,913.18
450,97,60,6,3000,874.50
450,97,60,7,3000,843.22
450,97,60,8,3000,818.82
450,97,60,9,3000,798.96
450,97,65,1,3000,1101.78
450,97,65,2,3000,1144.55
450,97,65,3,3000,1055.10
450,97,65,4,3000,979.86
450,97,65,5,3000,929.92
450,97,65,6,3000,888.93
450,97,65,7,3000,856.89
450,97,65,8,3000,830.84
450,97,65,9,3000,811.34
450,97,70,1,3000,1185.10
450,97,70,2,3000,1191.74
450,97,70,3,3000,1083.83
450,97,70,4,3000,999.06
450,97,70,5,3000,945.26
450,97,70,6,3000,902.56
450,97,70,7,3000,869.25
450,97,70,8,3000,844.29
450,97,70,9,3000,823.39
450,99,10,1,3000,586.79
450,99,10,2,3000,619.33
450,99,10,3,3000,626.96
450,99,10,4,3000,626.03
450,99,10,5,3000,626.95
450,99,10,6,3000,625.02
450,99,10,7,3000,624.50
450,99,10,8,3000,622.37
450,99,10,9,3000,621.86
450,99,15,1,3000,616.63
450,99,15,2,3000,653.47
450,99,15,3,3000,664.59
450,99,15,4,3000,665.89
450,99,15,5,3000,667.55
450,99,15,6,3000,667.45
450,99,15,7,3000,664.80
450,99,15,8,3000,662.41
450,99,15,9,3000,659.99
450,99,20,1,3000,649.47
450,99,20,2,3000,693.48
450,99,20,3,3000,707.40
450,99,20,4,3000,710.52
450,99,20,5,3000,711.97
450,99,20,6,3000,709.79
450,99,20,7,3000,704.10
450,99,20,8,3000,697.81
450,99,20,9,3000,690.76
450,99,25,1,3000,685.28
450,99,25,2,3000,736.83
450,99,25,3,3000,752.51
450,99,25,4,3000,754.27
450,99,25,5,3000,755.34
450,99,25,6,3000,746.70
450,99,25,7,3000,735.70
450,99,25,8,3000,724.60
450,99,25,9,3000,712.44
450,99,30,1,3000,724.99
450,99,30,2,3000,784.50
450,99,30,3,3000,802.36
450,99,30,4,3000,799.08
450,99,30,5,3000,794.86
450,99,30,6,3000,777.75
450,99,30,7,3000,760.25
450,99,30,8,3000,742.85
450,99,30,9,3000,727.02
450,99,35,1,3000,767.70
450,99,35,2,3000,838.26
450,99,35,3,3000,850.68
450,99,35,4,3000,838.83
450,99,35,5,3000,824.82
450,99,35,6,3000,802.11
450,99,35,7,3000,776.77
450,99,35,8,3000,758.79
